Gene_Name,Statistic
C11orf96,24.0
ZC3H12D,515.0
ICAM4,22.0
GABARAPL1,104.0
SULT1A2,0.0
IRX6,610.0
SSBP3,556.0
MROH1,463.0
ADAMTS7,616.0
ZNF622,231.0
ADCK3,276.0
PDZRN3,128.0
GTF2F2,181.0
PRSS16,488.0
EEF1B2,606.0
ZNF259,351.5
ACSS1,569.0
PSMD9,357.0
ABHD5,43.0
TRMT5,30.0
GLCE,611.0
ZNF619,216.0
ACO1,174.0
NUP88,206.0
VIM,8.0
IRAK3,3.0
CRIPAK,76.5
ZNF43,273.0
C7orf55-LUC7L2,187.0
LRP5,302.0
PPFIA1,546.0
PRRT1,510.0
SPAG1,298.0
HMHA1,21.0
LYG1,253.0
RASGRP2,0.0
SLC12A4,10.0
VMO1,138.0
TYK2,492.0
NOL8,144.0
SLC35A4,43.0
EIF2S1,70.0
ZMYND12,8.0
MCM3,6.0
DLL4,0.0
ALG11,217.0
BARD1,128.0
PPCS,431.0
TBX3,114.0
TNK2,110.0
DUSP10,518.0
BCL2L11,29.0
EXTL1,144.0
SMARCE1,223.0
ZNF793,300.0
CCR7,221.0
CTTN,480.0
LIPT1,206.0
PAX5,445.0
ZNF92,238.0
CENPK,6.0
SLC6A12,6.0
HEXIM1,398.0
SUPT20H,342.0
PLXNA4,376.0
SLC25A44,461.0
CHN2,189.0
P2RY13,1.0
FXR1,0.0
GYG2,167.0
JAKMIP2,520.0
CCDC77,91.0
GDF11,161.0
MAN2B1,100.0
C20orf197,453.0
KIAA1522,50.0
MBD1,410.0
DXO,512.0
TMED9,373.0
GATA2,50.0
CDC42EP4,596.0
ZNF365,174.0
TOX,52.0
SIX2,53.0
DNAJC8,237.0
JMJD6,547.0
RNF181,454.0
THEMIS2,4.0
MED7,70.0
FBXO7,80.0
COX16,272.0
PYCARD,410.0
C14orf28,118.0
CHPF,66.0
FRMPD3,489.0
NDUFAF6,158.0
C6orf48,550.0
ANAPC4,393.0
OPTN,342.0
CLSTN1,21.0
RBM12,251.0
NRG4,237.0
SLC6A6,248.0
AK2,63.0
FRAT2,245.0
ZNF449,356.0
POMGNT2,153.0
CNTN1,468.0
NDRG2,88.0
TUBB4A,238.0
CNOT2,169.0
SEC61B,430.0
ZNF610,376.0
RNF152,351.0
CCRN4L,554.0
FSTL1,522.0
SEC61A1,91.0
ARPC4,122.0
UCHL3,32.0
RPAIN,364.5
IQSEC2,81.0
ATIC,19.0
MOV10,262.0
C16orf13,146.0
POU2F3,573.0
ATP5G3,81.0
COX17,408.0
NDST2,95.0
GPR156,61.0
SLC16A4,81.5
GZMM,50.0
JDP2,7.0
SNRPN,82.0
C6orf211,53.0
ENTPD2,82.0
FOSL1,484.0
ZNF623,20.0
CBX8,12.0
HEXIM2,358.5
QTRT1,120.0
RMDN2,1.0
MAP2K7,580.0
SAFB,312.0
HCFC1,184.0
REXO4,51.0
APMAP,102.0
GIGYF1,566.0
NR2F1,6.0
PLRG1,312.0
CACNB4,119.0
RAMP1,539.0
ERAP2,83.0
NKIRAS2,12.0
PLCD4,215.0
BCMO1,299.0
MAP3K11,48.0
BZRAP1,170.0
PRKRA,305.0
PIGS,182.0
TM4SF18,47.0
LUC7L2,597.0
ZNF567,237.0
CD36,3.0
HMCN1,81.0
MMP14,17.0
FBF1,103.0
SMPD3,148.0
KRT18,469.0
GJA1,498.0
C1orf213,319.0
MME,320.0
FAM178A,280.0
DOCK3,405.0
PITX1,4.0
DNMT3B,6.0
C2orf43,192.0
AMD1,577.5
HLA-DOB,410.0
ZNF614,608.0
LRRC61,282.0
RIPK1,27.0
MRPL34,593.0
FAM174A,13.0
PSMD8,59.0
CCDC66,213.0
ANAPC5,109.0
PPT1,145.0
GRM8,535.0
IGBP1,504.0
PTPRK,416.0
D2HGDH,570.0
TESK1,565.5
GSTZ1,165.0
PRDM5,31.0
MTMR4,100.0
RTCB,66.0
MEGF8,452.0
PEX12,536.0
ARHGAP22,472.0
FUS,277.0
TAF5,57.0
PNPLA8,281.0
DAG1,369.0
CILP,304.0
C7orf63,113.0
HSPH1,325.0
MED9,491.5
PRPF38B,292.0
KCTD5,44.0
ZNF396,122.0
FAAH2,564.0
C1QTNF6,7.0
PAQR8,8.0
BLOC1S4,191.0
TPRN,267.0
CAPN6,381.5
CCL14,3.0
LSM4,15.0
BCL2A1,128.0
ATXN7L2,412.0
MRPL33,425.0
DKC1,0.0
OSGEP,260.0
SGPP2,544.0
ANKRD32,198.0
LIMD2,631.0
PSMD7,10.0
ZNF37A,352.0
ANKS1B,113.0
TRIB2,583.0
ZNF202,285.0
SLC25A24,57.0
UBL5,506.5
EIF4G2,536.0
LRRC37B,524.0
CYTH4,98.0
FAM161A,171.0
IGFBP6,383.0
CERCAM,45.0
B3GNT4,31.0
TNFRSF10D,174.0
AES,8.0
PPM1G,1.0
PRDM10,389.0
PGF,108.0
CCL11,546.0
BBS9,278.0
PARM1,130.0
WDR31,382.0
IFI6,435.0
METTL21A,247.0
EIF2AK3,597.0
CUL4B,184.0
DEXI,293.5
ALPL,0.0
RAB9B,321.0
PCTP,60.0
HAUS7,213.0
TRPV3,15.0
SNRPD1,3.0
TMSB15B,262.0
CCDC25,592.0
TMCC3,152.0
FRS2,558.0
GPR97,290.0
METTL7A,0.0
CTSZ,81.0
UEVLD,476.0
SLC39A9,366.0
RBM43,85.0
TIMMDC1,50.0
CD79B,336.0
ELOVL1,354.0
WFIKKN1,192.0
ZXDA,260.0
IQCJ-SCHIP1,492.0
SMU1,501.0
MGMT,207.0
OSCAR,1.0
TBL2,223.0
SLC35G2,532.0
HMGB2,8.0
PPP1R7,119.0
ZC3H6,138.0
RIN1,185.0
HAGH,3.0
PHF3,427.0
FANCE,0.0
CRLS1,249.0
TAOK1,527.0
FERMT1,0.0
STX3,31.0
C11orf57,434.5
SEMA6C,625.0
PPP3CB,57.0
SCAMP3,112.0
KBTBD6,148.0
TNNT1,66.0
EIF3C,398.5
CAPN12,367.0
C1orf226,444.0
ELMOD3,554.5
G0S2,204.0
TXLNG,594.0
WBSCR27,564.0
GNA11,86.0
SH3BGRL3,293.0
EIF5AL1,264.0
SLC39A3,366.0
ZNF48,322.0
COL16A1,290.0
TCF12,619.0
RETSAT,19.0
IARS,28.0
ANGPTL2,634.0
LRBA,413.0
COASY,0.0
ZBTB3,557.0
ACSM3,130.0
KDM1A,1.0
CDV3,538.0
LRRC37A,359.5
LRRC1,51.0
THAP5,414.0
CYP2S1,119.0
PDK4,0.0
GNAO1,417.0
C9orf163,307.0
CSRP1,1.0
PPP2R3A,100.0
NPAS2,84.0
PIK3C2B,128.0
FGD1,45.0
ANP32B,43.0
DHRS4,138.0
IL6ST,1.0
KIAA1217,219.0
RPS14,366.0
PTRH1,521.0
AFAP1L1,39.0
PPP1R16B,18.0
MRTO4,22.0
ZNF410,576.0
NBR1,215.0
JUP,0.0
ZNF496,325.0
OXR1,601.0
ZBTB2,541.0
DENND2C,141.0
SNX32,613.0
ARHGEF10,7.0
PRDM4,478.0
FAM229A,360.0
ZNF581,73.0
BLOC1S1,118.0
HOMEZ,190.0
CCDC74B,570.0
RHBDD1,613.0
BTG3,301.0
RRP7A,71.0
HERPUD1,158.0
NOL10,0.0
SCYL1,437.0
ECI2,206.0
SIGMAR1,25.0
SERPINB2,88.5
ZNF571,316.0
DHRS7,135.0
LSM10,538.0
MICU3,1.0
NME3,241.0
OSER1,259.0
PILRA,1.0
SAMD5,150.0
ARHGAP11B,0.0
ZMYND8,426.0
HECTD3,362.0
MMS22L,0.0
YJEFN3,345.0
EPHA1,38.0
MARC2,0.0
MIDN,200.0
PEF1,42.0
ARL4C,139.0
SLIT2,15.0
C9orf69,113.0
FBN1,632.0
ADD2,308.0
MTCH1,141.0
MTX1,42.0
SETD6,200.0
MTMR12,525.0
PNMAL1,424.0
IKBKE,83.0
PLEK2,5.0
RAB34,231.0
SMOC2,588.0
MGST2,511.0
IRF4,449.0
RBCK1,377.0
AHNAK2,27.0
TRNAU1AP,505.0
SELP,0.0
ZDHHC6,366.0
TMEM179B,249.0
CDKN2AIPNL,207.0
PANX2,76.0
NCKIPSD,540.0
FGD2,0.0
ARMC9,8.0
TSSC1,31.0
ACD,294.0
POPDC2,174.0
INTS10,511.0
OSBPL5,78.0
ZNF195,395.0
NDUFAF7,130.0
SLC35E2,391.0
VAMP1,581.0
STOX1,565.0
ARHGAP10,192.0
FHL3,333.0
CHAD,365.0
PLEKHA6,443.0
MN1,216.0
DHRS13,12.0
UBXN2B,279.0
COMMD1,561.0
USP16,106.0
HMGXB4,17.0
GPT2,13.0
C1orf101,131.0
LEPREL1,315.0
PPP2R4,548.0
ZNF81,362.0
BLNK,495.0
TMEM240,335.0
AOC1,376.0
FAM160A1,198.0
SOAT1,182.0
PACS2,369.0
STAT3,104.0
NEK5,99.0
GPC3,255.0
PXMP2,140.0
OSCP1,9.0
NFKBIZ,63.0
UPK2,373.0
PTPRS,273.0
PDS5B,318.0
TPD52L2,157.0
QTRTD1,205.0
ALDH1A1,357.0
ZNF625,411.0
PCBD1,150.0
HIRA,365.0
IFI44L,270.0
IER5L,54.0
DECR1,78.0
ZFP69,305.5
C1orf210,42.0
RNF219,358.0
WDR52,193.0
ZFC3H1,546.0
ZNF579,467.0
ZNF143,428.0
CTTNBP2,591.0
RPS2,107.0
ACN9,48.0
CLDN12,240.0
UQCRQ,562.0
SUSD1,79.0
ZNF445,310.0
GOPC,355.5
GLI4,81.0
PLCG2,53.0
ANXA7,307.0
MAP4K4,197.0
LINS,183.0
DHTKD1,112.0
SYNM,26.0
CTTNBP2NL,202.0
TPRKB,13.0
LSM5,20.0
MRP63,432.0
MT-ND5,10.0
CD40,267.0
GRAMD1A,178.0
UBE2J2,328.0
CCDC125,70.0
CNTROB,148.0
PRKCB,38.0
PDE4D,62.0
ACER2,466.0
SPIN2B,414.0
DFNB59,506.0
CGRRF1,0.0
TOMM6,268.0
MLF2,20.0
IDI1,69.0
IPO11,369.0
CASC10,597.0
FBXO22,11.0
AK8,192.0
NLRP1,122.0
CADM1,0.0
DUOX1,5.0
FLT4,0.0
IKBKB,470.0
SPIB,586.0
ZFP3,89.0
MAK,46.0
FAM216A,507.0
RPN2,13.0
TMEM203,299.0
TMEM120B,461.0
PKIA,479.0
C14orf37,227.0
MRPL55,169.0
ARHGEF10L,140.0
PEX13,46.0
CCDC101,99.0
PGAP3,158.0
UBLCP1,306.0
MYH10,37.0
FAXC,116.0
C14orf166,99.0
BDH2,3.0
PTPRR,211.0
CRYZL1,26.0
ABCC6,0.0
RUVBL2,49.0
SDCCAG8,491.0
SH2B2,515.0
PLCL2,43.0
TNXB,0.0
TANGO2,78.0
PRICKLE3,17.0
DHPS,575.0
FTSJ3,111.0
USP42,153.0
IFI44,261.0
TMCC1,101.0
MSI1,61.0
DAAM2,1.0
CD300A,108.0
SMUG1,54.0
C11orf80,38.0
CXCR2,42.0
OS9,450.0
HNRNPD,96.0
PSMG1,24.0
ATP8B3,200.0
NUP85,17.0
NPIPA7,577.0
VTA1,27.0
CMTM3,204.0
C5AR1,6.0
JPH4,50.0
BARX2,35.0
KIFC2,77.0
TP63,29.0
SLC16A3,246.0
ORC3,192.0
PITPNM1,590.0
PDGFA,324.0
CYP4F22,581.0
EEPD1,478.0
LAD1,20.0
SMAD2,362.0
TMEM105,199.0
RUNDC3A,81.0
DPYSL3,519.0
ID4,56.0
CASC5,1.0
TMEM186,143.0
SP6,290.0
GCNT2,368.0
CNTNAP1,283.0
ACACA,399.0
TBC1D1,329.0
ADA,84.0
DMWD,491.0
WDR6,165.0
AKAP9,171.0
GULP1,416.0
PYHIN1,133.0
MON1B,219.0
LILRB3,12.0
ZNF57,414.0
VTCN1,102.0
ZBP1,483.0
SERF2,631.0
ZNF33A,488.0
ITGBL1,337.0
ZFP28,224.0
PTEN,525.0
CBFA2T2,147.0
LPXN,45.0
SOX7,113.0
PDK1,6.0
INO80D,279.0
KDM3A,90.0
EDNRA,90.0
ANKRD13A,50.0
SERPIND1,62.0
ATP6V0E2,445.0
HECA,485.0
MCU,278.0
LYSMD3,0.0
GMEB1,590.0
NPTN,455.0
SDS,338.0
ERMP1,263.0
RAC2,160.0
C20orf144,174.0
FKTN,192.0
TPSAB1,0.0
GSR,316.0
ACAA1,8.0
MARCKSL1,98.0
MICAL3,39.0
PWWP2B,344.0
MORC3,377.0
CCND2,614.0
PPAPDC3,175.0
MAF,473.0
SLC35F2,90.0
PRDM2,192.0
ATP11A,0.0
FZD8,243.0
LMBR1L,244.0
CYCS,79.0
BRMS1L,256.0
AHDC1,139.0
C9orf72,177.0
TMCC2,450.0
C8orf31,317.0
FAM83H,4.0
NCOA7,71.0
FOCAD,434.0
EMC1,17.0
ETV7,479.0
TMEM192,102.0
SIAE,38.0
MTA3,0.0
RGCC,3.0
ZKSCAN2,445.0
BHLHB9,332.0
AMMECR1,28.0
CAMK2D,599.0
ZNF286A,42.0
ASB14,23.0
COQ10A,176.0
METTL15,443.0
RGN,0.0
LPAR1,594.0
GPRC5C,141.0
CDC42SE1,179.0
RMDN1,465.0
GLUD1,371.0
IER5,247.0
C10orf35,80.0
PALM2-AKAP2,283.0
EXOSC7,427.0
KLHL9,195.0
CCDC88A,200.0
COPE,292.0
CMPK2,77.0
C1QTNF2,1.0
RAB35,526.0
FMO1,181.0
SERTAD3,266.0
EIF3M,88.0
SUV39H1,1.0
HBA1,3.0
ZBTB20,217.0
STXBP5,540.0
ARHGAP39,308.0
OTUD3,392.0
STAB1,136.0
SCP2,37.0
ZNF791,381.0
PDLIM7,531.0
BAIAP3,229.0
KLF5,139.0
SOBP,125.0
LIN37,365.0
ZNF19,52.0
ATP2A2,0.0
FGF12,95.0
SRFBP1,564.0
VCPIP1,387.0
HMBS,46.0
SMAD3,124.0
SSR4,392.0
STXBP4,589.0
SYNPO,0.0
TRIM59,2.0
KDM2A,523.0
WHSC1,24.0
ZSCAN12,611.5
TEF,211.0
CXCR3,282.0
RAB40A,44.0
SLC4A1AP,38.0
PEAR1,0.0
ZNF285,570.5
RHBDL2,22.0
AMFR,508.0
ACE,1.0
NT5C3A,477.0
CRELD2,282.0
MORN4,324.0
PPP1R15B,189.0
PPARGC1B,56.0
CACUL1,533.0
NECAP1,415.0
ZNF74,35.0
THTPA,73.0
MRPS12,10.0
SENP2,38.0
GSTA1,572.0
EWSR1,199.0
CREG2,47.0
RAD23B,62.0
ZSCAN32,510.0
LPAR5,104.0
CCNI2,16.0
PCDH18,249.0
WNT9A,129.0
NDUFB11,266.0
ZNF140,553.0
IGSF8,283.0
RPL11,241.0
FAM127C,464.0
SEPSECS,435.0
ASAP2,152.0
ZHX1,445.0
OPHN1,52.0
TFAP2C,27.0
USP6NL,607.5
FAM105B,50.0
C20orf196,463.0
HPS1,70.0
SALL4,11.0
RSPH3,272.0
ACER3,421.0
CTCF,445.0
PCBP4,157.0
C20orf26,123.0
HBP1,144.0
WBP4,162.0
LPCAT4,189.0
AKIRIN2,267.0
ZDHHC21,189.0
B4GALT3,52.0
RPL27,475.0
CCDC170,49.0
FBXO17,291.0
SEC11C,408.0
RAB1B,187.0
GPRC5A,7.0
WDR70,83.0
SLC38A6,438.0
CFH,239.0
DCTPP1,39.0
ATP13A2,385.0
ZNF831,121.0
LMBR1,304.0
AJUBA,394.0
SENP7,303.0
USP43,585.0
IGFBP5,326.0
SLC38A5,580.0
DRG1,37.0
ARL11,17.0
ZNF511,395.0
FAM206A,340.5
SLX1A,284.0
C15orf38-AP3S2,384.0
TNNI1,229.0
NAA15,109.0
CASZ1,195.0
RDH12,623.0
VNN2,5.0
C9orf9,224.0
PUM1,596.0
ANGPTL4,523.0
BAK1,54.0
ZNF428,501.0
PDLIM3,63.0
ANKFY1,46.0
SSR1,84.0
RBBP4,198.0
PUF60,34.0
RASA4,56.0
ACRBP,150.0
RGS1,520.0
F12,0.0
MYEOV,14.0
TNFAIP2,434.0
VNN1,360.0
CAND2,313.0
COL6A6,11.0
DPY30,38.0
SUPT5H,376.0
CYB561D2,21.0
ARFGAP2,316.5
POP7,3.0
AMY2B,44.0
POLR3GL,1.0
C1orf50,601.0
NDNL2,178.0
TM2D1,326.0
OSBPL10,329.0
PDE8B,8.0
NFE2L1,219.0
GRHL2,9.0
SMO,20.0
DMTF1,386.0
SPAG9,223.0
SDSL,322.0
SGTB,170.0
BRD8,443.0
C21orf59,567.0
TRIM13,135.0
ARFIP1,203.5
CCDC176,80.0
LGALSL,171.0
TPK1,0.0
KCNMB1,224.0
TCTEX1D1,22.0
NHLRC4,56.0
TADA3,174.0
ARHGAP11A,1.0
ZNF589,402.0
INPP5D,65.0
RIMS3,177.0
RNF41,16.0
AAAS,84.0
VDAC1,54.0
NDUFS2,57.0
ZNF264,441.0
FAM188A,5.0
TP53,290.0
GPR143,338.0
NAPG,425.0
EPM2AIP1,86.0
NXN,415.0
UBAP1,308.0
EYA3,368.0
TMEM130,101.0
VCP,265.0
NFIC,104.0
LINGO1,110.0
LCORL,419.0
FBXO46,139.0
CSTF2T,538.0
PTPRH,31.0
TMEM194B,118.0
IMPA1,585.0
RANBP9,548.0
NAPEPLD,272.0
NEBL,5.0
MAP3K2,428.0
AMN,304.0
PIEZO2,17.0
CD47,208.0
PLAU,14.0
REEP4,17.0
MAGED4B,10.0
MED28,467.0
CHCHD4,411.0
SBF1,159.0
SLC30A5,326.0
GYS1,40.0
MCMDC2,179.0
UVSSA,469.0
KPNA1,5.0
RIN3,3.0
SLAMF8,359.0
CIRH1A,110.0
TMEM64,169.0
DLGAP4,591.0
PLCB1,113.0
CTHRC1,15.0
SIM2,25.0
ASGR1,76.0
NUTM2G,466.0
NUDT2,364.0
ADRA2A,196.0
ZNF785,475.0
UBP1,109.0
ADCY9,0.0
NOP2,30.0
ADCK1,627.0
PPP1R9B,332.0
RGS16,169.0
NYNRIN,512.0
FAM76B,366.0
SUDS3,108.0
TMEM159,128.0
UBL7,588.0
UBASH3B,16.0
MOCOS,285.0
TRIM22,0.0
APPBP2,614.0
SNX22,1.0
C21orf58,637.0
CCDC65,27.0
COQ2,589.0
PRODH,104.0
GPR18,291.0
RPS6KA1,0.0
ZC3H7B,418.0
RRNAD1,493.0
BRCC3,106.0
RASGEF1B,34.0
LRP6,433.0
PSTPIP1,403.0
COX7A1,50.0
RYBP,15.0
KIDINS220,207.5
DOCK2,2.0
SAE1,30.0
GNB5,148.0
STX17,379.0
CDKN1B,493.0
KIAA0141,0.0
ZNF644,568.0
CDK6,54.0
CASC1,73.0
ATF7IP2,401.0
OGFOD3,358.0
PYROXD1,569.0
KIF7,110.0
AUH,178.0
CDK4,2.0
GNG11,0.0
BAMBI,617.0
ULK1,73.0
GPR116,0.0
SIRT3,381.0
CEP192,276.0
DAP,372.0
PLA2G5,52.0
GTF2IRD2,234.0
TFPI2,465.0
UBE2A,251.0
CRAMP1L,540.0
PPP6C,507.0
ERLIN2,251.0
TMED8,481.0
RARS,70.0
POMP,564.0
ZNRF1,112.0
GRIPAP1,282.0
KIAA1683,14.0
SLFNL1,37.0
PRRT3,436.0
CDC123,78.0
FAM120C,145.0
KIAA1279,363.0
EED,92.0
TMTC1,520.0
ZNF281,496.0
TMC8,167.0
SAMD15,637.0
CHST15,489.0
MED4,455.0
ZNF391,460.0
SLC30A6,47.0
SH2D4B,12.0
PSMD5,443.0
CTSG,59.0
WWP2,7.0
TMEM119,66.0
ST3GAL6,24.0
GPR125,39.0
MALL,58.0
TLCD2,23.0
HFE,414.0
ALG2,152.0
EMILIN3,192.0
CXCR6,269.0
STOX2,271.0
MAMDC2,7.0
LEPREL4,5.0
PIAS3,42.0
B3GALNT1,212.0
THBS2,22.0
PLOD3,341.0
AHCY,0.0
ZNF226,294.0
COPS5,182.0
APOBEC3F,280.0
MAP3K8,5.0
TMEM251,575.0
PHLDA1,389.0
RGS11,95.0
ADCY1,614.0
ZNF740,284.0
PIK3AP1,52.0
KDELR2,153.0
TMEM79,0.0
NUDT5,46.0
C1orf162,1.0
PSMD3,0.0
MICB,362.0
TMEM106B,39.0
ORC5,0.0
LMF2,523.0
IRF1,89.0
FRMD4A,231.0
CCDC13,1.0
CLEC4D,15.0
DNASE1L3,28.0
NLRP6,234.0
TTC13,527.0
NUBP2,149.0
TRAM1,7.0
FAM220A,4.0
SEC24A,593.5
C21orf91,279.0
PLBD2,445.0
EIF5A,44.0
TPGS2,226.0
RPP38,507.0
UBE3A,331.0
HS6ST2,83.0
DNAJB2,261.0
HKR1,531.0
MTM1,28.0
P2RY10,238.0
SNRPD3,13.0
MORC2,0.0
CXXC4,362.0
RFNG,515.0
ATXN3,238.0
PVRL3,192.5
TNS4,0.0
ZNF415,154.0
GRSF1,188.0
WDR73,461.0
ITGB1BP1,316.0
APTX,150.0
WIPI1,262.0
ZNF211,344.0
ZNF773,620.0
SLC43A2,2.0
USP11,350.0
OLFML3,12.0
SERPINB1,282.0
RBMS1,166.0
RBFA,353.0
PCDHB12,216.0
GINS2,0.0
MEX3B,42.0
SH3BP5,0.0
SPATC1L,160.0
IL18BP,81.0
PRELP,31.0
PARD3B,52.0
E2F1,18.0
SPATA25,360.0
USP18,493.0
RAB17,0.0
RNF113A,405.0
WISP1,38.0
ARHGAP17,0.0
PGM1,39.0
MCRS1,443.0
C1orf53,442.0
UPK3B,0.0
C9orf64,314.5
NEK10,162.0
FOXO4,81.0
TRAPPC11,329.0
CPT2,313.0
PPIB,271.0
ZBTB18,244.0
TMED7,129.0
APAF1,103.0
C10orf128,0.0
ELFN1,399.0
TM7SF2,266.0
TDG,12.0
FARP2,427.0
IMPG2,516.0
MORN2,416.0
SPTLC3,1.0
FAM134A,477.0
YY1AP1,378.0
PCDHB2,561.0
EXD2,258.0
AFAP1,302.0
GPATCH2,56.0
IGFBPL1,534.0
RNF122,70.0
NR2F2,107.5
STT3B,245.0
CCT6B,581.0
FAHD2B,228.0
NOG,328.5
PRR13,74.0
ADRB2,0.0
EFNA3,0.0
KLHDC8A,297.0
MBLAC2,381.0
NEIL2,424.0
HIGD2A,394.0
ATP6V1F,622.0
DGAT2,434.0
RNF31,537.0
STAT1,433.0
BCL7C,299.0
RPL13,586.0
NPTX2,278.0
SLC41A1,73.0
HKDC1,293.0
GOLGA2,516.0
CAMK1G,381.0
MROH6,360.0
OVOL1,6.0
STK35,34.0
QPCT,633.0
CSRNP1,3.0
FJX1,30.0
RNF168,14.0
ANKRD53,300.0
BORA,3.0
CBS,225.0
DIRC3,148.0
KSR1,279.0
SLC4A3,33.0
SIAH1,364.0
PPP1R10,333.0
MARCH7,178.0
HCK,72.0
PPP1R12B,18.0
EHD1,34.0
TOR1AIP2,389.0
CYFIP1,545.0
TBCCD1,17.0
DHRS11,98.0
MATN2,430.0
USP34,285.0
GTF2B,104.0
EID1,33.0
RPRD1A,278.0
TMED10,34.0
ZBTB17,528.0
PAQR7,245.0
IFT43,518.0
BICD1,34.0
ELAVL1,67.0
TOP3B,122.0
COPRS,564.0
ALKBH7,335.0
DTD1,177.0
PTH1R,51.0
GTF2A1,200.0
RFC1,539.0
HINT1,589.5
TGIF2,93.0
TAF1D,112.0
PRKCH,0.0
SENP1,31.0
BOC,557.0
DBR1,292.0
ENDOU,440.0
SRRT,23.0
SPCS3,241.0
TBC1D10C,4.0
SIK1,201.0
DZIP1L,498.0
KRT19,74.0
CYP1B1,443.0
SLC4A11,26.0
SULT1A1,0.0
ZNF438,3.0
SEC14L6,0.0
TCTN3,190.0
TATDN2,357.0
BZW1,191.0
CAMSAP2,486.0
TUBA8,606.0
SETDB2,49.0
BIRC3,136.0
FAM168A,597.0
OPA3,574.0
TOB1,157.0
MKL2,203.0
IGFBP3,64.0
TSLP,584.5
CDC25C,1.0
CXCL11,614.0
USB1,156.0
STAP2,5.0
HBB,0.0
HDHD2,225.0
GSTM5,0.0
SLC44A3,6.0
RAD50,546.0
SH3BP5L,260.0
VLDLR,592.0
ACTR2,332.0
AARS2,121.0
MDH2,7.0
TMEM107,248.0
TOR1AIP1,31.5
MURC,374.0
PSMD2,0.0
LONRF3,7.0
PRR24,156.0
SLC6A8,0.0
TNFSF9,526.0
ZNF707,214.0
MNS1,329.0
SRPRB,93.0
MMACHC,81.0
C1orf74,0.0
HK1,298.0
PCDHB16,444.0
FBLN5,1.0
TAF1B,217.0
LRCH2,3.0
ENKD1,50.0
SUZ12,77.0
ABCD3,74.0
BOD1L1,366.0
SNAI3,23.0
SLC35C1,258.0
DNPEP,583.5
CLASP1,142.0
BAG2,491.0
RB1CC1,418.0
RAP2C,599.5
HMGN5,360.0
PLOD2,33.0
RBL2,33.0
TRMT6,14.0
KYNU,486.0
UQCC2,54.0
PLD6,142.0
KCNK17,27.0
SCPEP1,359.0
RPS21,224.0
SPECC1,490.0
TMEM108,224.0
MYO15A,180.0
BCAS3,544.0
RNF135,465.0
RNF170,536.0
PLK2,360.0
PODN,52.0
AGPAT1,361.0
ZNF133,175.0
KXD1,402.0
ARHGDIB,43.0
CUX1,241.0
H2AFY,477.0
METAP1D,107.0
STIM2,600.0
ZNF121,103.0
DNAJC25-GNG10,547.0
MRPS9,131.0
LMLN,194.0
CTNNBL1,631.0
PDZD8,525.0
EGFL8,143.0
CHPT1,34.0
NUMA1,305.0
SKAP2,31.0
PTPN7,545.0
TMOD3,117.0
SMARCC2,465.0
CD1D,107.0
ITPK1,18.0
GET4,39.0
NAP1L5,121.0
TNFRSF17,614.0
TSPAN1,446.0
IBTK,166.0
SNX24,65.0
PAFAH1B3,1.0
WDR86,483.0
BBS5,306.5
MEN1,20.0
EXOC4,400.0
SUSD3,450.0
NMNAT3,59.0
MET,426.5
EDEM3,483.0
PTMS,498.0
MRPL46,637.5
PPM1H,404.0
PARG,117.0
GSE1,153.0
CCDC112,365.0
RWDD2B,467.0
TANGO6,344.0
C16orf89,0.0
C14orf142,205.0
AGFG1,574.0
HLA-DMA,1.0
SNX9,378.0
NIT1,522.0
DENR,9.0
L3MBTL1,392.0
MCM6,4.0
CHTF18,1.0
CD34,0.0
PCDHGA10,208.0
SCML2,169.0
BSN,448.0
YPEL2,112.0
LSM2,85.0
CSNK1A1,413.0
ARID5B,313.0
CDH5,0.0
OLFML2B,423.0
LYPLAL1,481.0
SRRM5,83.0
RASGEF1A,236.0
GDPGP1,634.0
PET117,230.0
PNPT1,11.0
KIAA1211,470.0
ATL1,83.0
GRAMD1B,248.0
STEAP4,0.0
CAST,246.0
DCTN4,208.0
SOWAHB,487.0
FAM136A,11.0
ZNF77,295.0
PCBP3,469.0
SRRM1,617.0
PMAIP1,31.0
DBNL,324.0
SYT11,161.0
MPI,186.0
ZNF607,259.0
PELI3,422.0
ABHD14B,36.0
MARCH10,97.0
ZNF469,193.0
ANKRD40,63.0
ACOT7,51.0
ENC1,525.0
DAK,38.0
ZNF575,487.0
ERBB2,392.0
MTRNR2L8,409.0
MYO19,0.0
MAFB,497.0
DTX1,459.0
ZRANB3,3.0
TRAF6,110.0
USP6,263.0
CDCA7L,203.0
MRFAP1L1,350.0
RAB12,460.0
TEX10,54.0
EBF1,56.0
C11orf24,82.0
NDUFB7,493.0
KCND2,90.0
UCHL5,3.0
QPCTL,201.0
ACBD7,476.0
CREBRF,26.0
FHL5,0.0
MDM4,611.0
ARRDC2,31.0
RPL15,401.0
COPB2,26.0
XPO5,0.0
TUB,565.0
ANKRD22,37.0
USE1,393.0
PIH1D1,252.0
DVL1,586.0
CDC14A,49.0
DPT,55.0
SMPDL3B,275.0
SAMD8,545.0
MT-CO2,327.0
CSTF1,111.0
ZNF746,372.0
PCDHGB2,444.0
SNAP29,269.0
C6orf106,334.0
MPP5,7.0
MESP1,345.0
NHLH1,520.0
PENK,387.0
PABPC3,27.0
KLHL20,299.0
RPL18,311.0
QKI,33.0
METTL10,451.0
